ID,Y
1,0.33822019718603313
2,0.13366805172268276
3,0.3609723693482331
4,0.5004118547669688
5,0.05570640065196514
6,0.6087381560197477
7,0.1482522906499441
8,0.23982145620646914
9,0.18341094648765296
10,0.15161921897608907
11,0.1772798600637493
12,0.06429902877178736
13,0.06382770797724169
14,0.34228419950140676
15,0.11573241796526927
16,0.26305964197411724
17,0.24621204662452234
18,0.18865541276163966
19,0.11647693758932219
20,0.19142023080808876
21,0.04417192996213481
22,0.07414152010009396
23,0.47374445226158113
24,0.3617005860980522
25,0.16679288212178706
26,0.20588958492844675
27,0.13036515632523057
28,0.22372117837772956
29,0.32133724196110663
30,0.29777579351573097
31,0.2608985550935737
32,0.6149928626228737
33,0.1922827832086784
34,0.21756339902954452
35,0.2742917592550961
36,0.31291525511059964
37,0.15036156132163683
38,0.15735005736785768
39,0.14118851637944388
40,0.2935032036633048
41,0.17461908533012427
42,0.1536998227781663
43,0.07816254928112036
44,0.26068341393548483
45,0.06249040745908245
46,0.19006500465524018
47,0.3265263190435758
48,-0.04362499205561021
49,0.21144632469348387
50,0.5495715005346573
51,0.18539399700563244
52,-0.07956544914023167
53,1.0773299822596334
54,0.5726170038707126
55,-0.024962675263181508
56,0.20493555799813423
57,0.12336139449394096
58,0.11390165716726691
59,0.2906756452281647
60,0.08925295850232809
61,0.2954411652542246
62,0.29369277300557434
63,0.1551309286864069
64,0.18409524532919458
65,0.14568992646680867
66,0.1762199951603006
67,0.034508384020714156
68,0.24591490369999092
69,0.3574096027346833
70,0.14739339019497277
71,0.26632784961481726
72,0.4944994566714493
73,0.1481168527762805
74,-0.0861188535450218
75,0.14180393316224021
76,0.13076623100412457
77,0.07045541764129161
78,0.4067795234552349
79,-0.023664951291818802
80,0.23943120523308778
81,0.31718313768925427
82,0.19025879993106176
83,0.17821264579352183
84,0.5288196053232568
85,0.14652422288948802
86,0.29448665589372686
87,0.3682810934969126
88,0.16510837329177824
89,0.27207813170401707
90,0.09205499235692319
91,0.2779369879796709
92,0.22214687524655463
93,0.20548947598446216
94,0.4714558901596219
