ID,Y
1,0.301182011728133
2,0.06527663184936106
3,0.5318529550467214
4,0.5429344238327546
5,0.1892853297810964
6,0.7486233335281134
7,0.11288883832789483
8,0.041044029025840326
9,0.09392895919512279
10,0.23848364001325387
11,0.15736189468402717
12,0.03739477125874245
13,0.06857376787179793
14,0.1417981680331969
15,0.18054928548331925
16,0.2703899580803376
17,0.1770971692875116
18,0.2243469358782313
19,0.20137064008717703
20,0.3401898894571828
21,0.1573722318292415
22,0.11655699203730721
23,0.6979521670674725
24,0.45111073567878923
25,0.08534888291815673
26,0.14486904862750197
27,0.43947286089135607
28,0.09252471020523718
29,0.12672007355533302
30,0.3522416747273106
31,0.17385582951952988
32,0.6371500568118402
33,0.035773986447662054
34,0.272767765549507
35,0.2578079165482875
36,0.18715824663086136
37,0.0369466728690451
38,0.09660910514607492
39,0.07427058547293872
40,0.20076435652919628
41,0.2608484687331471
42,0.38193442760795104
43,0.06864242524539474
44,0.08905228723453934
45,0.03480254672056488
46,0.19946453775774622
47,0.4454030325327413
48,0.17054529961180107
49,0.0694841911484337
50,0.5965093422217892
51,0.324513897684746
52,0.2504575207290835
53,0.6510373357218459
54,0.6132020176256242
55,0.09139551296128005
56,0.07242813092038726
57,0.11952388386304784
58,0.2899344265120814
59,0.15065662691536305
60,0.07068553158414875
61,0.09279529849051842
62,0.17124927790904554
63,0.1267786756663635
64,0.23817156590183436
65,0.09184071571578373
66,0.1011180396549683
67,0.09702527213098248
68,0.3142606704309793
69,0.574362619277483
70,0.1540411782775775
71,0.16422317666667843
72,0.5820767782123937
73,0.060055289185177586
74,0.14512300456686475
75,0.09227598323945173
76,0.28108310688247856
77,0.14404000115288046
78,0.10891809051491476
79,0.043867596373637616
80,0.08091602211739608
81,0.5388605928446029
82,0.30981346254701864
83,0.24975124761521325
84,0.7018863933343609
85,0.0849350109211108
86,0.13604366240390053
87,0.17210359893955848
88,0.2793459558155771
89,0.09464103767134988
90,0.17569040014224532
91,0.34296172676097514
92,0.06327971300101341
93,0.16395293955833634
94,0.3020317594455723
95,0.12627172262770106
96,0.3969543795774652
97,0.41358632895466835
98,0.31512004029047996
99,0.38178507432541336
100,0.15865174409661967
101,0.06421994031879738
102,0.1823752757011893
103,0.0899181047597468
104,0.12944444328837468
105,0.1082230829033893
106,0.071732052937553
107,0.09206532671586497
108,0.07719775218769298
109,0.09698704459897971
110,0.13742130659206755
111,0.17389122572875698
112,0.17805475233217327
113,0.16437804162861674
114,0.03339892992161084
115,0.25536544352795865
116,0.03889257050679157
